product,process_id,bom_id
000IABW053,000IA114,IA000039
0008WPRT001,0008WPRT001,8W000A01
000IABW072,000IA143,IA000060
000IABW108,000IA220,IA000097
000IABW112,000IA232,IA000112
014OANI049,014OA002,OA014603
020YUNI128,020YU001,YU020603
012Y3NI125,012Y3001,Y3012604
008OKNI037,008OK001,OK008601
008OKNI050,008OK001,OK008601
008Y7NI030,008Y7001,Y7008602
020YUNI163,020YU001,YU020603
008OKNI049,008OK001,OK008601
014OANI058,014OA002,OA014603
008OKNI065,008OK001,OK008601
008OKNI067,008OK001,OK008601
000IABW142,000IA317,IA000140
000IABW045,000IA089,IA000031
000IABW020,000IA040,IA000015
008OKNI036,008OK001,OK008601
012Y1NI059,012Y1002,Y1012604
020YUNI108,020YU002,YU020604
020YUNI224,020YU002,YU020604
020YUNI236,020YU001,YU020603
014OLNI033,014OL001,OL014602
020YUNI124,020YU002,YU020604
020YUNI252,020YU002,YU020604
020YUNI221,020YU002,YU020604
020YUNI133,020YU006,YU020611
020YUNI256,020YU002,YU020604
020YUNI265,020YU001,YU020603
012Y3NI177,012Y3002,Y3012603
000IABW031,000IA034,IA000015
000IABW032,000IA033,IA000013
020YUNI110,020YU006,YU020611
008YKNI091,008YK046,YK008646
008OKNI087,008OK001,OK008601
008OKNI059,008OK001,OK008601
012Y3NI134,012Y3002,Y3012603
000IABW123,000IA259,IA000121
078EDLW003,078ED018,ED078018
020YUNI201,020YU002,YU020604
0008WNV501,0008WA401,8W000A01
078EDLW002,078ED017,ED078017
012Y3NI169,012Y3002,Y3012603
000IABW143,000IA325,IA000122
010YKNI052,010YK031,YK010634
020YUNI299,020YU002,YU020604
020YUNI121,020YU002,YU020604
020YUNI122,020YU002,YU020604
008OKNI057,008OK001,OK008601
016D5AW020,016D5015ENG,D5016050
000IABW064,000IA125,IA000050
020YUNI301,020YU002,YU020604
020YUNI120,020YU002,YU020604
020YUNI319,020YU001,YU020603
020YUNI043,020YU006,YU020611
020YUNI158,020YU006,YU020611
020YUNI278,020YU002,YU020604
020YUNI327,020YU002,YU020604
0282JHQ034,0282J028,2J028035
000IABW094,000IA193,IA000090
008OKNI058,008OK001,OK008601
020YUNI202,020YU002,YU020604
020YUNI315,020YU001,YU020603
012Y3NI199,012Y3001,Y3012604
000IABW075,000IA149,IA000065
020YUNI339,020YU006,YU020611
020YUNI341,020YU002,YU020604
012Y3NI188,012Y3001,Y3012604
000IABW074,000IA147,IA000064
008OKNI069,008OK001,OK008601
014OANI069,014OA002,OA014603
000IABW144,000IA333,IA000158
012Y3NI138,012Y3002,Y3012603
014OANI052,014OA002,OA014603
000SNV295,0086A137,6A008190
000IABW015,000IA039,IA000017
008YKNI092,008YK046,YK008646
000IACM233ENG,000IAE22ENG,IA000E14
008Y6CM043ENG,008Y6080,Y6008080
0008WDAE001,0008WDAE001,8W000A01
0008WDAF001,0008WDAF001,8W000A01
0008WSMT001,0008WSMT001,8W000A01
0008WLAS001,0008WLAS001,8W000A01
0008WPRT005,0008WPRT001,8W000A01
008FGAS033,008FG023,FG008023
008FGAS005,008FG005,FG008005
008YQAB072,008YQ136,YQ008170
024MAAW045,024MA091,MA024095
008FGCME22ENG,008FG027,FG008027
064MRAW028,064MR026,MR064035
008YMAW020,008YM112,YM008121
008YMAW019,008YM111,YM008120
060NRMS004,060NR015,NR060015
024MAQW015,024MA250,MA024266
008YQVG002,008YQ104,YQ008124
084UCAB001,084UC003,CC084007
014OANI051,014OA002,OA014603
020YUNI075,020YU006,YU020611
020YUNI207,020YU002,YU020604
008OKNI089,008OK001,OK008601
012Y3NI003,012Y3002,Y3012002
008YQAW001,008YQ202,YQ008235
016D5AW011,016D5012,D5016027
012Y1NI057,012Y1002,Y1012604
012Y3NI170,012Y3002,Y3012603
008Y7NI029,008Y7001,Y7008602
000IAQR039,000IA298,IA000143
096EIYZ001,096EI023,EI096025
020YUNI179,020YU002,YU020604
345XTNV086,345XT065,XT345091
008OKNI043,008OK001,OK008601
008OKNI002,008OK001,OK008001
014OANI061,014OA002,OA014603
012Y1NI051,012Y1002,Y1012604
012DNUK014,012DN020,DN012025
000IABW115,000IA235,IA000114
012Y3NI137,012Y3002,Y3012603
020YUNI204,020YU002,YU020604
020YUNI136,020YU002,YU020604
020YUNI352,020YU002,YU020604
