product,process_id,bom_id
000IAVT001,000IA081,IA000026
000SNV149,153XT081,XT153113
000IABW072,000IA143,IA000060
000IABW108,000IA220,IA000097
000IABW112,000IA232,IA000112
014OANI049,014OA002,OA014603
000IABW045,000IA089,IA000031
014OLNI032,014OL001,OL014602
014OLNI034,014OL001,OL014602
012Y3NI153,012Y3002,Y3012603
020YUNI150,020YU001,YU020603
012Y1NI054,012Y1002,Y1012604
020YUNI162,020YU001,YU020603
000SNV332,345XT053,XT345075
012Y1NI057,012Y1002,Y1012604
012Y3NI160,012Y3002,Y3012603
008OKNI075,008OK001,OK008601
012Y3NI122,012Y3001,Y3012604
008OKNI036,008OK001,OK008601
0008WNV472,132X2296,8W000A01
012Y1NI059,012Y1002,Y1012604
008OKNI079,008OK001,OK008601
020YUNI214,020YU002,YU020604
012Y3NI167,012Y3001,Y3012604
020YUNI219,020YU002,YU020604
020YUNI228,020YU001,YU020603
020YUNI153,020YU006,YU020611
010YKNI046,010YK024,YK010632
000IABW032,000IA033,IA000013
020YUNI115,020YU002,YU020604
020YUNI254,020YU002,YU020604
020YUNI221,020YU002,YU020604
016OFNI031,016OF004,OF016606
020YUNI216,020YU002,YU020604
020YUNI174,020YU002,YU020604
020YUNI230,020YU001,YU020603
020YUNI156,020YU006,YU020611
020YUNI271,020YU001,YU020603
020YUNI110,020YU006,YU020611
008YKNI091,008YK046,YK008646
012Y3NI126,012Y3001,Y3012604
008OKNI048,008OK001,OK008601
000IABW094,000IA193,IA000090
020YUNI125,020YU002,YU020604
012Y3NI134,012Y3002,Y3012603
000IABW123,000IA259,IA000121
020YUNI286,020YU002,YU020604
020YUNI217,020YU002,YU020604
0008WNV501,0008WA401,8W000A01
020YUNI119,020YU002,YU020604
008OKNI035,008OK001,OK008601
012DNUK014,012DN020,DN012025
012Y3NI131,012Y3001,Y3012604
008OKNI052,008OK001,OK008601
345XTNV081,345XT060,XT345084
000IABW143,000IA325,IA000122
020YUNI289,020YU006,YU020611
048TPAW103,048TP199,TP048141
020YUNI295,020YU002,YU020604
020YUNI185,020YU002,YU020604
020YUNI121,020YU002,YU020604
020YUNI151,020YU001,YU020603
020YUNI122,020YU002,YU020604
000IAQR039,000IA298,IA000143
012Y3NI132,012Y3001,Y3012604
014OLNI044,014OL001,OL014602
0008WZI012,096EF064,8W000A01
000IABW036,000IA031,IA000016
008YKNI092,008YK046,YK008646
020YUNI309,020YU002,YU020604
020YUNI178,020YU002,YU020604
0086ANV178,0086A137,6A008211
020YUNI319,020YU001,YU020603
000IAQR011,000IA179,IA000083
000IABW109,000IA313,IA000025
020YUNI052,020YU006,YU020611
020YUNI043,020YU006,YU020611
